date,predicted_price
2025-01-24,0.1774673330996384
2025-01-25,0.17748796372876535
2025-01-26,0.17750850762322481
2025-01-27,0.17752896551917174
2025-01-28,0.17754933814338697
2025-01-29,0.17756962621343572
2025-01-30,0.17758983043782361
2025-01-31,0.1776099515161484
2025-02-01,0.17762999013924924
2025-02-02,0.17764994698935255
2025-02-03,0.17766982274021498
2025-02-04,0.17768961805726324
2025-02-05,0.1777093335977312
2025-02-06,0.177728970010794
2025-02-07,0.17774852793769996
2025-02-08,0.17776800801189888
2025-02-09,0.17778741085916863
2025-02-10,0.17780673709773856
2025-02-11,0.17782598733841098
2025-02-12,0.17784516218467963
2025-02-13,0.1778642622328463
2025-02-14,0.17788328807213474
2025-02-15,0.17790224028480248
2025-02-16,0.17792111944625066
2025-02-17,0.1779399261251313
2025-02-18,0.17795866088345277
2025-02-19,0.177977324276683
2025-02-20,0.177995916853851
2025-02-21,0.17801443915764595
2025-02-22,0.17803289172451486
2025-02-23,0.17805127508475813
2025-02-24,0.17806958976262316
2025-02-25,0.17808783627639646
2025-02-26,0.1781060151384939
2025-02-27,0.17812412685554907
2025-02-28,0.17814217192850032
2025-03-01,0.17816015085267592
2025-03-02,0.1781780641178777
2025-03-03,0.17819591220846312
2025-03-04,0.1782136956034259
2025-03-05,0.178231414776475
2025-03-06,0.17824907019611247
2025-03-07,0.1782666623257093
2025-03-08,0.17828419162358067
2025-03-09,0.17830165854305893
2025-03-10,0.17831906353256613
2025-03-11,0.17833640703568462
2025-03-12,0.17835368949122662
2025-03-13,0.17837091133330268
2025-03-14,0.17838807299138845
2025-03-15,0.1784051748903909
2025-03-16,0.17842221745071288
2025-03-17,0.17843920108831662
2025-03-18,0.1784561262147864
2025-03-19,0.1784729932373897
2025-03-20,0.17848980255913757
2025-03-21,0.17850655457884396
2025-03-22,0.17852324969118377
2025-03-23,0.17853988828675013
2025-03-24,0.1785564707521107
2025-03-25,0.17857299746986274
2025-03-26,0.17858946881868756
2025-03-27,0.17860588517340378
2025-03-28,0.17862224690502
2025-03-29,0.17863855438078613
2025-03-30,0.17865480796424432
2025-03-31,0.17867100801527866
2025-04-01,0.1786871548901642
2025-04-02,0.1787032489416154
2025-04-03,0.17871929051883317
2025-04-04,0.1787352799675517
2025-04-05,0.1787512176300843
2025-04-06,0.17876710384536842
2025-04-07,0.17878293894900993
2025-04-08,0.17879872327332696
2025-04-09,0.17881445714739247
2025-04-10,0.17883014089707683
2025-04-11,0.178845774845089
2025-04-12,0.17886135931101765
2025-04-13,0.17887689461137113
2025-04-14,0.17889238105961727
2025-04-15,0.1789078189662219
2025-04-16,0.17892320863868763
2025-04-17,0.17893855038159104
2025-04-18,0.17895384449662022
2025-04-19,0.17896909128261085
2025-04-20,0.17898429103558244
2025-04-21,0.17899944404877355
2025-04-22,0.17901455061267654
2025-04-23,0.17902961101507192
2025-04-24,0.17904462554106215
2025-04-25,0.1790595944731045
2025-04-26,0.17907451809104427
2025-04-27,0.17908939667214643
2025-04-28,0.17910423049112775
2025-04-29,0.1791190198201877
2025-04-30,0.1791337649290394
2025-05-01,0.17914846608493962
2025-05-02,0.1791631235527189
2025-05-03,0.17917773759481062
2025-05-04,0.17919230847128007
2025-05-05,0.17920683643985288
2025-05-06,0.17922132175594302
2025-05-07,0.17923576467268038
2025-05-08,0.17925016544093827
2025-05-09,0.17926452430935982
2025-05-10,0.17927884152438464
2025-05-11,0.17929311733027484
2025-05-12,0.17930735196914055
2025-05-13,0.1793215456809652
2025-05-14,0.17933569870363067
2025-05-15,0.17934981127294128
2025-05-16,0.1793638836226485
2025-05-17,0.17937791598447447
2025-05-18,0.1793919085881356
2025-05-19,0.17940586166136555
2025-05-20,0.17941977542993823
2025-05-21,0.17943365011769005
2025-05-22,0.1794474859465424
2025-05-23,0.17946128313652313
2025-05-24,0.1794750419057882
2025-05-25,0.17948876247064308
2025-05-26,0.1795024450455634
2025-05-27,0.17951608984321574
2025-05-28,0.17952969707447788
2025-05-29,0.17954326694845896
2025-05-30,0.17955679967251914
2025-05-31,0.1795702954522891
2025-06-01,0.17958375449168928
2025-06-02,0.17959717699294894
2025-06-03,0.17961056315662466
2025-06-04,0.17962391318161894
2025-06-05,0.17963722726519823
2025-06-06,0.17965050560301107
2025-06-07,0.17966374838910554
2025-06-08,0.17967695581594684
2025-06-09,0.17969012807443457
2025-06-10,0.1797032653539195
2025-06-11,0.17971636784222048
2025-06-12,0.1797294357256409
2025-06-13,0.1797424691889849
2025-06-14,0.17975546841557372
2025-06-15,0.1797684335872612
2025-06-16,0.17978136488444968
2025-06-17,0.17979426248610542
2025-06-18,0.17980712656977368
2025-06-19,0.17981995731159403
2025-06-20,0.17983275488631484
2025-06-21,0.1798455194673082
2025-06-22,0.17985825122658422
2025-06-23,0.17987095033480544
2025-06-24,0.17988361696130067
2025-06-25,0.17989625127407913
2025-06-26,0.17990885343984392
2025-06-27,0.1799214236240058
2025-06-28,0.17993396199069633
2025-06-29,0.17994646870278116
2025-06-30,0.17995894392187312
2025-07-01,0.17997138780834476
2025-07-02,0.17998380052134144
2025-07-03,0.1799961822187936
2025-07-04,0.18000853305742917
2025-07-05,0.1800208531927858
2025-07-06,0.18003314277922283
2025-07-07,0.18004540196993335
2025-07-08,0.18005763091695576
